,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1211,No,Unknown,290.04,Research & Development,24,2,Technical Degree,1212,3,Male,,2,1,Laboratory Technician,1,Unknown,,6090.75,0,Unknown,14,3.0,2,Part Time,3,,3,3.0,1,0,0,1999,28111.13,No
1212,No,Unknown,606.46,Unknown,5,2,Life Sciences,1213,4,Female,,2,2,Research Scientist,2,Married,4898.33,12735.67,3,No,12,3.0,1,Unknown,1,12.0,2,3.0,7,2,5,1991,,Yes
1213,Yes,Rarely,290.04,Unknown,24,3,Medical,1214,3,Male,,3,1,Laboratory Technician,2,Married,2342.59,6090.75,1,Unknown,17,3.0,3,Part Time,3,,3,3.0,1,0,0,1995,28111.13,No
1214,No,Unknown,556.26,Sales,11,4,Unknown,1215,4,Female,,3,2,Sales Executive,4,Single,,11681.39,3,Unknown,12,3.0,3,Part Time,0,8.0,1,4.0,5,0,4,1974,53914.11,Yes
1215,No,Frequently,254.63,Research & Development,2,2,Medical,1216,3,Female,31.82936507936508,2,1,Laboratory Technician,2,Married,,5347.33,4,Unknown,14,3.0,2,Part Time,1,9.0,4,2.0,6,0,5,1985,24680.0,No
1216,No,Rarely,1973.98,Unknown,2,4,Unknown,1217,3,Male,246.74801587301585,3,5,Research Director,4,Unknown,15943.72,41453.67,7,Unknown,17,3.0,3,Full Time,1,24.0,3,3.0,2,2,2,1977,191324.62,Yes
1217,Yes,Frequently,556.26,Unknown,9,4,Life Sciences,1218,4,Male,,3,2,Laboratory Technician,1,Unknown,,11681.39,4,Unknown,17,3.0,3,Part Time,1,,3,2.0,7,0,7,1989,53914.11,No
1218,No,Unknown,425.8,Unknown,20,3,Life Sciences,1219,3,Male,,3,2,Sales Executive,4,Unknown,3439.17,8941.83,2,Unknown,18,3.0,4,Part Time,1,7.0,6,3.0,2,2,2,1984,41270.0,No
1219,Yes,Rarely,221.62,Human Resources,20,2,Unknown,1220,4,Female,27.70238095238096,3,1,Human Resources,2,Married,1790.0,4654.0,0,Yes,11,3.0,3,Part Time,0,6.0,3,3.0,5,1,4,1997,21480.0,Yes
1220,No,Rarely,556.26,Unknown,7,4,Medical,1221,4,Female,,3,2,Research Scientist,4,Married,4492.84,11681.39,4,No,15,3.0,2,Unknown,1,14.0,2,2.0,7,1,7,1969,,No
1221,No,Frequently,400.94,Unknown,2,1,Unknown,1222,2,Male,50.11706349206349,2,2,Human Resources,4,Unknown,,8419.67,1,No,21,4.0,4,Part Time,0,10.0,2,2.0,10,0,8,1987,38860.0,Yes
1222,Yes,Frequently,290.04,Research & Development,5,2,Unknown,1223,1,Female,,4,1,Research Scientist,3,Unknown,2342.59,6090.75,3,Yes,14,3.0,1,Part Time,0,8.0,2,3.0,4,0,3,1991,28111.13,No
1223,No,Unknown,687.87,Unknown,15,4,Unknown,1224,3,Female,,3,2,Healthcare Representative,4,Unknown,5555.83,14445.17,5,No,18,3.0,2,Unknown,1,9.0,6,3.0,5,1,2,1991,,Yes
1224,Yes,Unknown,290.04,Research & Development,17,3,Unknown,1225,3,Male,,2,1,Laboratory Technician,4,Unknown,2342.59,6090.75,5,No,12,3.0,1,Part Time,1,,2,2.0,4,0,3,1995,28111.13,Yes
1225,No,Unknown,290.04,Unknown,1,2,Medical,1226,2,Male,,2,1,Laboratory Technician,3,Divorced,2342.59,6090.75,1,Unknown,12,3.0,3,Unknown,3,,2,2.0,1,0,0,1990,,No
1226,Yes,Rarely,215.63,Unknown,2,2,Unknown,1227,4,Male,,2,1,Laboratory Technician,3,Single,,4528.33,6,Yes,15,3.0,2,Unknown,0,7.0,3,3.0,0,0,0,1986,20900.0,Yes
1227,No,Rarely,290.04,Unknown,3,3,Medical,1228,3,Female,,4,1,Laboratory Technician,1,Unknown,,6090.75,4,Unknown,20,3.0,1,Unknown,3,12.0,3,2.0,1,0,0,1964,28111.13,Yes
1228,No,Rarely,290.04,Unknown,24,1,Life Sciences,1229,4,Male,,3,1,Laboratory Technician,3,Divorced,2342.59,6090.75,1,Unknown,22,4.0,2,Unknown,1,1.0,2,3.0,1,0,0,1993,,Yes
1229,No,Unknown,290.04,Unknown,16,2,Unknown,1230,4,Male,,4,1,Laboratory Technician,4,Unknown,2342.59,6090.75,1,Yes,13,3.0,2,Unknown,2,,2,2.0,1,0,0,2001,28111.13,No
1230,No,Rarely,290.04,Unknown,15,2,Unknown,1231,3,Male,,3,1,Research Scientist,4,Single,,6090.75,1,No,14,3.0,4,Part Time,0,0.0,6,3.0,0,0,0,2002,28111.13,Yes
1231,No,Rarely,290.04,Unknown,9,2,Medical,1232,4,Male,36.25443871706758,2,1,Laboratory Technician,3,Unknown,2342.59,6090.75,1,Unknown,13,3.0,1,Part Time,0,10.0,5,3.0,10,1,8,1993,28111.13,No
1232,Yes,Rarely,215.22,Unknown,18,3,Technical Degree,1233,18,Male,,3,2,Sales Representative,4,Married,,4519.67,3,No,14,3.0,3,Part Time,1,19.0,6,4.0,1,0,0,1984,20860.0,Yes
1233,Yes,Rarely,290.04,Unknown,1,3,Unknown,1234,2,Male,36.25443871706758,3,1,Research Scientist,4,Unknown,,6090.75,2,Yes,16,3.0,1,Part Time,1,6.0,2,3.0,2,2,0,1999,28111.13,No
1234,No,Unknown,201.29,Research & Development,4,2,Other,1235,3,Male,,3,1,Laboratory Technician,4,Divorced,,4227.17,1,Unknown,12,3.0,3,Part Time,1,1.0,3,3.0,1,0,0,1988,19510.0,Yes
1235,No,Unknown,290.04,Unknown,2,4,Life Sciences,1236,4,Female,,3,1,Laboratory Technician,1,Divorced,2342.59,6090.75,1,Unknown,13,3.0,4,Part Time,1,,6,3.0,1,0,0,1996,28111.13,No
1236,Yes,Unknown,290.04,Unknown,25,3,Life Sciences,1237,1,Male,,1,1,Laboratory Technician,3,Single,2342.59,6090.75,1,Unknown,12,3.0,3,Unknown,0,1.0,2,2.0,1,0,1,1997,,No
1237,No,Unknown,311.79,Research & Development,24,2,Life Sciences,1238,2,Male,,3,1,Research Scientist,2,Married,,6547.67,4,No,21,4.0,1,Full Time,0,8.0,1,3.0,1,0,0,1986,30220.0,No
1238,No,Unknown,290.04,Unknown,46,1,Unknown,1239,46,Male,,4,1,Laboratory Technician,4,Unknown,2342.59,6090.75,1,No,19,3.0,4,Unknown,0,1.0,2,3.0,1,0,1,1988,,Yes
1239,Yes,Unknown,1032.49,Unknown,1,2,Unknown,1240,1,Male,,2,3,Laboratory Technician,3,Unknown,8339.32,21682.23,9,Unknown,13,3.0,4,Part Time,0,,2,3.0,1,0,0,1975,100071.84,No
1240,No,No,1032.49,Unknown,11,2,Medical,1241,3,Male,,2,3,Healthcare Representative,1,Married,8339.32,21682.23,2,Yes,13,3.0,3,Part Time,1,10.0,3,3.0,4,2,3,1988,100071.84,Yes
1241,No,Rarely,1582.77,Unknown,8,3,Unknown,1242,4,Female,197.8464183087028,3,4,Manager,3,Divorced,12783.92,33238.2,2,Yes,14,3.0,3,Full Time,3,21.0,2,3.0,5,0,2,1968,153407.07,Yes
1242,No,Unknown,1003.27,Unknown,7,3,Life Sciences,1243,2,Male,,3,3,Research Scientist,1,Unknown,8103.33,21068.67,2,No,17,3.0,3,Part Time,1,,2,3.0,1,0,0,1978,97240.0,Yes
1243,Yes,Unknown,349.56,Unknown,9,3,Medical,1244,4,Male,43.69444444444445,2,1,Research Scientist,3,Unknown,2823.33,7340.67,0,Unknown,17,3.0,1,Full Time,1,,0,2.0,1,0,0,1987,33880.0,Yes
1244,No,Rarely,313.44,Research & Development,6,3,Life Sciences,1245,2,Female,,4,1,Laboratory Technician,4,Unknown,2531.67,6582.33,3,No,12,3.0,2,Unknown,0,,3,3.0,1,0,0,1987,,Yes
1245,No,Rarely,1032.49,Research & Development,6,4,Other,1246,4,Male,,3,3,Research Director,1,Unknown,,21682.23,4,Yes,14,3.0,2,Part Time,0,,3,4.0,0,0,0,1978,100071.84,No
1246,No,Unknown,1032.49,Unknown,1,2,Unknown,1247,1,Male,,3,3,Sales Executive,4,Married,8339.32,21682.23,3,Unknown,14,3.0,4,Unknown,1,,4,3.0,1,1,0,1968,,Yes
1247,No,Unknown,239.57,Unknown,2,1,Technical Degree,1248,3,Male,,3,1,Sales Representative,1,Divorced,1935.0,5031.0,3,No,13,3.0,3,Part Time,1,,3,3.0,0,0,0,2000,23220.0,No
1248,No,Rarely,290.04,Unknown,1,1,Life Sciences,1249,4,Male,,3,1,Research Scientist,1,Single,2342.59,6090.75,1,No,13,3.0,4,Part Time,0,,2,3.0,1,0,0,1991,28111.13,Yes
1249,Yes,Unknown,301.89,Research & Development,6,3,Life Sciences,1250,4,Female,,2,1,Laboratory Technician,4,Single,2438.33,6339.67,1,Yes,18,3.0,2,Unknown,0,,5,3.0,1,1,0,2003,,No
1250,No,Unknown,556.26,Unknown,2,2,Life Sciences,1251,3,Male,69.53208262471655,2,2,Healthcare Representative,4,Divorced,4492.84,11681.39,5,No,14,3.0,4,Part Time,1,17.0,2,4.0,1,0,0,1986,53914.11,No
1251,No,Unknown,290.04,Research & Development,15,3,Unknown,1252,2,Female,36.25443871706758,3,1,Laboratory Technician,4,Single,2342.59,6090.75,1,No,15,3.0,3,Part Time,0,,5,3.0,0,0,0,2001,28111.13,No
1252,No,Unknown,464.8,Unknown,24,4,Life Sciences,1253,24,Female,58.10019841269841,2,2,Research Scientist,2,Unknown,3754.17,9760.83,6,Unknown,15,3.0,3,Part Time,1,,3,3.0,1,0,0,1989,45050.0,Yes
1253,No,Unknown,292.5,Unknown,3,2,Life Sciences,1254,1,Female,,3,1,Laboratory Technician,4,Divorced,,6142.5,5,Unknown,22,4.0,1,Full Time,1,,2,3.0,1,0,0,1987,28350.0,No
1254,Yes,Rarely,290.04,Sales,22,1,Marketing,1255,4,Male,,3,1,Sales Representative,3,Single,,6090.75,1,Yes,19,3.0,4,Part Time,0,0.0,2,2.0,0,0,0,2004,28111.13,Yes
1255,No,Unknown,290.04,Unknown,9,4,Life Sciences,1256,3,Male,,3,1,Laboratory Technician,1,Unknown,,6090.75,2,Unknown,21,4.0,4,Part Time,1,7.0,2,3.0,5,1,4,1982,28111.13,Yes
1256,No,Unknown,290.04,Unknown,18,1,Unknown,1257,2,Female,,3,1,Laboratory Technician,2,Single,2342.59,6090.75,1,No,14,3.0,4,Part Time,0,1.0,3,3.0,1,0,0,2004,28111.13,No
1257,No,Unknown,556.26,Unknown,7,4,Unknown,1258,2,Male,,2,2,Manufacturing Director,3,Married,4492.84,11681.39,2,No,17,3.0,3,Unknown,0,10.0,2,3.0,1,0,0,1972,53914.11,Yes
1258,No,Unknown,290.04,Unknown,9,3,Unknown,1259,2,Female,,2,1,Research Scientist,2,Married,,6090.75,4,Yes,20,4.0,2,Part Time,1,9.0,3,2.0,1,0,0,1965,28111.13,No
1259,Yes,Frequently,290.04,Unknown,1,1,Unknown,1260,3,Female,,1,1,Sales Representative,1,Unknown,2342.59,6090.75,0,No,21,4.0,1,Part Time,0,1.0,5,3.0,0,0,0,2004,28111.13,Yes
1260,Yes,Rarely,290.04,Unknown,2,3,Life Sciences,1261,2,Male,,2,1,Laboratory Technician,4,Single,2342.59,6090.75,1,Unknown,22,4.0,3,Part Time,0,1.0,3,2.0,1,1,0,2004,28111.13,Yes
1261,Yes,Rarely,556.26,Unknown,23,2,Unknown,1262,2,Male,,2,2,Manufacturing Director,3,Unknown,4492.84,11681.39,3,Yes,13,3.0,1,Part Time,0,8.0,1,3.0,1,0,1,1988,53914.11,Yes
1262,No,Rarely,676.1,Unknown,38,4,Unknown,1263,4,Male,,3,2,Manufacturing Director,3,Unknown,,14198.17,9,Unknown,14,3.0,2,Full Time,0,14.0,3,3.0,1,0,0,1985,65530.0,No
1263,Yes,Unknown,688.48,Unknown,29,1,Medical,1264,2,Male,,3,2,Healthcare Representative,1,Married,5560.83,14458.17,7,Yes,19,3.0,2,Full Time,0,17.0,2,3.0,1,0,0,1985,66730.0,No
1264,No,Unknown,1402.25,Sales,6,3,Life Sciences,1265,4,Female,175.28075396825398,3,3,Manager,4,Single,11325.83,29447.17,3,Yes,18,3.0,3,Full Time,0,,3,3.0,1,0,0,1982,135910.0,No
1265,No,Rarely,224.61,Unknown,3,3,Life Sciences,1266,3,Male,,2,1,Research Scientist,4,Married,,4716.83,3,Unknown,17,3.0,1,Part Time,1,7.0,6,3.0,1,0,0,1964,21770.0,Yes
1266,No,Rarely,2013.66,Unknown,1,4,Medical,1267,4,Female,,3,5,Manager,4,Divorced,16264.17,42286.83,3,No,11,3.0,3,Full Time,1,,3,2.0,7,0,6,1973,195170.0,No
1267,No,Rarely,556.26,Research & Development,19,2,Life Sciences,1268,3,Male,,3,2,Research Scientist,1,Divorced,4492.84,11681.39,2,Unknown,16,3.0,1,Part Time,2,17.0,2,2.0,1,0,0,1982,53914.11,Yes
1268,No,Unknown,1981.16,Unknown,1,3,Unknown,1269,3,Male,,4,5,Manager,4,Unknown,16001.67,41604.33,0,Unknown,11,3.0,3,Full Time,1,25.0,2,3.0,24,1,7,1978,192020.0,No
1269,Yes,Unknown,1036.7,Unknown,10,3,Medical,1270,1,Male,,3,3,Manufacturing Director,3,Unknown,8373.33,21770.67,6,No,11,3.0,2,Full Time,2,17.0,5,3.0,1,0,0,1986,100480.0,Yes
1270,No,Unknown,280.94,Unknown,38,3,Unknown,1271,3,Male,,3,1,Research Scientist,4,Married,2269.17,5899.83,1,No,11,3.0,2,Part Time,0,1.0,0,2.0,1,0,0,1972,27230.0,Yes
1271,Yes,Rarely,290.04,Unknown,2,4,Life Sciences,1272,1,Male,36.25443871706758,3,1,Laboratory Technician,3,Single,2342.59,6090.75,2,Unknown,11,3.0,3,Part Time,0,5.0,5,1.0,0,0,0,1995,28111.13,No
1272,No,Rarely,685.49,Unknown,2,3,Medical,1273,1,Male,85.68650793650795,2,2,Sales Executive,2,Married,,14395.33,2,No,19,3.0,2,Full Time,2,10.0,2,3.0,0,0,0,1994,66440.0,Yes
1273,No,Rarely,556.26,Research & Development,23,3,Medical,1274,2,Male,,2,2,Healthcare Representative,4,Unknown,4492.84,11681.39,0,No,21,3.0,2,Part Time,1,10.0,2,3.0,9,7,8,1992,53914.11,Yes
1274,No,Rarely,578.29,Unknown,7,2,Medical,1275,1,Female,72.28670634920636,4,2,Sales Executive,1,Unknown,4670.83,12144.17,1,Yes,24,4.0,3,Full Time,1,8.0,3,3.0,8,7,7,1985,56050.0,No
1275,Yes,Frequently,326.13,Unknown,12,3,Life Sciences,1276,12,Male,,3,1,Laboratory Technician,3,Unknown,2634.17,6848.83,3,Yes,22,4.0,4,Full Time,1,19.0,0,1.0,1,0,0,1979,31610.0,Yes
1276,No,Unknown,556.26,Unknown,3,3,Technical Degree,1277,3,Male,,3,2,Research Scientist,2,Single,4492.84,11681.39,4,Unknown,12,3.0,4,Part Time,0,10.0,2,3.0,8,7,7,1987,53914.11,Yes
1277,Yes,Unknown,146.51,Research & Development,3,3,Unknown,1278,3,Male,,3,1,Laboratory Technician,3,Single,1183.33,3076.67,1,No,13,3.0,3,Unknown,0,0.0,2,3.0,0,0,0,2005,,Yes
1278,No,Unknown,290.04,Unknown,18,4,Life Sciences,1279,3,Male,36.25443871706758,4,1,Laboratory Technician,4,Married,2342.59,6090.75,4,No,18,3.0,4,Part Time,2,4.0,2,3.0,1,0,0,1987,28111.13,Yes
1279,No,Unknown,123.81,Unknown,10,3,Unknown,1280,4,Female,,2,1,Sales Representative,3,Unknown,1000.0,2600.0,1,No,12,3.0,1,Part Time,0,0.0,2,3.0,0,0,0,2005,12000.0,No
1280,Yes,Rarely,540.43,Unknown,3,2,Unknown,1281,4,Female,,3,2,Sales Executive,3,Married,4365.0,11349.0,4,Yes,18,3.0,1,Unknown,0,12.0,3,2.0,1,0,0,1984,52380.0,Yes
1281,No,Rarely,1030.2,Research & Development,15,3,Unknown,1282,15,Female,,3,3,Healthcare Representative,1,Married,,21634.17,8,No,16,3.0,1,Part Time,1,,1,2.0,1,0,0,1980,99850.0,Yes
1282,No,Frequently,556.26,Unknown,4,1,Medical,1283,2,Male,,3,2,Sales Representative,3,Unknown,,11681.39,3,No,19,3.0,1,Part Time,0,5.0,3,3.0,0,0,0,1976,53914.11,No
1283,No,Rarely,1649.97,Unknown,23,5,Unknown,1284,1,Female,,3,4,Research Director,4,Single,,34649.33,2,No,14,3.0,2,Full Time,0,16.0,2,3.0,1,0,0,1981,159920.0,No
1284,No,Unknown,244.52,Unknown,2,3,Unknown,1285,3,Female,30.5654761904762,3,1,Laboratory Technician,2,Married,1975.0,5135.0,1,No,13,3.0,3,Part Time,1,8.0,4,3.0,8,0,7,1991,23700.0,Yes
1285,No,Rarely,1032.49,Unknown,29,1,Medical,1286,1,Female,,3,3,Manager,3,Married,8339.32,21682.23,3,Unknown,21,4.0,2,Part Time,1,15.0,3,1.0,0,0,0,1975,100071.84,Yes
1286,No,Rarely,699.63,Research & Development,2,4,Unknown,1287,1,Male,,2,2,Healthcare Representative,4,Unknown,5650.83,14692.17,3,Unknown,23,4.0,2,Full Time,0,,6,3.0,1,0,0,1981,67810.0,No
1287,No,No,686.42,Unknown,1,5,Medical,1288,4,Female,,3,2,Sales Executive,4,Unknown,5544.17,14414.83,4,Unknown,15,3.0,2,Unknown,0,,6,3.0,1,0,0,1987,,Yes
1288,Yes,Rarely,294.15,Unknown,5,3,Marketing,1289,4,Female,,3,1,Sales Representative,3,Single,,6177.17,1,Unknown,13,3.0,2,Full Time,0,1.0,2,3.0,1,0,0,1990,28510.0,No
1289,No,Unknown,542.49,Research & Development,7,4,Medical,1290,3,Female,67.81150793650794,3,2,Manufacturing Director,3,Married,,11392.33,2,Unknown,14,3.0,3,Part Time,0,7.0,2,4.0,1,0,0,1977,52580.0,Yes
1290,Yes,Rarely,290.04,Sales,12,3,Life Sciences,1291,3,Female,,4,1,Sales Representative,2,Single,2342.59,6090.75,1,Unknown,15,3.0,4,Unknown,0,1.0,0,3.0,1,0,0,2002,,No
1291,No,Unknown,255.46,Unknown,2,1,Technical Degree,1292,3,Male,,3,1,Sales Representative,2,Unknown,2063.33,5364.67,1,Unknown,18,3.0,1,Unknown,1,,3,3.0,1,0,0,1993,,Yes
1292,Yes,Frequently,235.75,Unknown,4,3,Unknown,1293,3,Male,,3,1,Research Scientist,4,Single,1904.17,4950.83,9,Yes,23,4.0,3,Part Time,0,3.0,4,3.0,1,0,0,1993,22850.0,No
1293,No,Rarely,433.02,Unknown,10,4,Unknown,1294,3,Male,54.12797619047619,3,2,Manufacturing Director,2,Single,3497.5,9093.5,2,Unknown,12,3.0,4,Part Time,0,18.0,2,2.0,1,0,1,1986,41970.0,Yes
1294,No,Rarely,355.75,Unknown,2,3,Unknown,1295,2,Female,,2,2,Laboratory Technician,3,Married,2873.33,7470.67,6,No,22,4.0,2,Unknown,1,,3,3.0,1,0,0,1983,,Yes
1295,No,Rarely,470.27,Unknown,17,2,Unknown,1296,3,Male,58.78373015873016,3,2,Laboratory Technician,1,Unknown,3798.33,9875.67,1,Unknown,12,3.0,4,Part Time,1,10.0,2,3.0,10,1,8,1995,45580.0,No
1296,No,Frequently,175.6,Unknown,2,2,Unknown,1297,4,Male,,3,1,Laboratory Technician,4,Married,1418.33,3687.67,1,Yes,23,4.0,3,Part Time,1,,3,3.0,1,0,0,1985,17020.0,No
1297,Yes,Unknown,264.54,Unknown,2,2,Technical Degree,1298,1,Male,33.06746031746032,2,1,Human Resources,4,Single,2136.67,5555.33,1,No,12,3.0,3,Part Time,0,1.0,3,4.0,1,0,0,2004,25640.0,Yes
1298,No,Rarely,1582.77,Unknown,29,3,Unknown,1299,1,Male,,2,4,Manager,4,Divorced,,33238.2,3,No,12,3.0,3,Full Time,1,,3,2.0,1,0,0,1966,153407.07,Yes
1299,No,Rarely,523.1,Unknown,2,2,Medical,1300,1,Female,,3,2,Manufacturing Director,4,Unknown,,10985.0,5,Unknown,13,3.0,3,Part Time,3,20.0,2,3.0,5,0,4,1976,50700.0,Yes
1300,No,Rarely,390.0,Unknown,8,4,Life Sciences,1301,3,Female,,3,2,Laboratory Technician,3,Single,3150.0,8190.0,7,Unknown,11,3.0,3,Part Time,0,,3,3.0,1,0,0,1969,37800.0,No
1301,Yes,Frequently,1013.59,Unknown,42,3,Unknown,1302,42,Male,126.6984126984127,3,3,Healthcare Representative,3,Unknown,,21285.33,3,No,12,3.0,1,Part Time,0,12.0,2,3.0,1,0,0,1992,98240.0,Yes
1302,Yes,Frequently,193.76,Unknown,5,3,Marketing,1303,2,Male,,3,1,Sales Representative,2,Unknown,,4069.0,1,Yes,14,3.0,4,Part Time,0,,3,3.0,0,0,0,2005,18780.0,No
1303,No,Unknown,1032.49,Unknown,28,3,Other,1304,3,Male,,1,3,Sales Executive,1,Unknown,,21682.23,3,No,15,3.0,3,Part Time,1,20.0,2,3.0,1,0,1,1983,100071.84,Yes
1304,No,Unknown,556.26,Unknown,29,2,Unknown,1305,1,Male,69.53208262471655,3,2,Sales Executive,3,Unknown,4492.84,11681.39,5,Unknown,12,3.0,1,Part Time,2,8.0,5,3.0,0,0,0,1997,53914.11,Yes
1305,Yes,Rarely,241.43,Research & Development,24,3,Unknown,1306,3,Male,,1,1,Laboratory Technician,4,Single,1950.0,5070.0,1,Yes,18,3.0,2,Unknown,0,1.0,3,1.0,1,0,0,1997,,Yes
1306,No,Unknown,556.26,Unknown,10,3,Unknown,1307,3,Female,,3,2,Healthcare Representative,3,Unknown,4492.84,11681.39,3,No,19,3.0,3,Unknown,1,18.0,4,3.0,1,0,0,1985,,Yes
1307,No,Unknown,219.45,Unknown,17,2,Other,1308,4,Male,,2,1,Laboratory Technician,2,Married,1772.5,4608.5,1,No,21,4.0,4,Part Time,1,1.0,2,3.0,1,0,0,1999,21270.0,Yes
1308,Yes,Frequently,209.75,Unknown,12,4,Unknown,1309,2,Male,,2,1,Sales Representative,1,Married,1694.17,4404.83,1,No,18,3.0,3,Part Time,1,1.0,2,4.0,1,0,0,1993,20330.0,Yes
1309,No,Rarely,990.68,Unknown,2,3,Marketing,1310,4,Male,,3,2,Sales Executive,3,Married,8001.67,20804.33,4,Unknown,11,3.0,3,Full Time,1,,3,2.0,3,1,0,1986,96020.0,No
1310,No,Rarely,290.04,Research & Development,1,3,Life Sciences,1311,4,Female,,2,1,Research Scientist,2,Unknown,2342.59,6090.75,1,No,13,3.0,4,Part Time,0,1.0,0,4.0,1,0,0,2003,28111.13,Yes
1311,No,Unknown,1715.48,Unknown,14,4,Other,1312,2,Male,,2,4,Research Director,4,Divorced,13855.83,36025.17,4,Unknown,14,3.0,3,Full Time,1,21.0,3,3.0,1,0,0,1980,166270.0,No
1312,No,Unknown,290.04,Unknown,27,1,Life Sciences,1313,3,Female,36.25443871706758,3,1,Research Scientist,1,Unknown,2342.59,6090.75,3,No,17,3.0,4,Part Time,0,8.0,3,2.0,0,0,0,1985,28111.13,Yes
1313,No,Unknown,556.26,Sales,8,4,Marketing,1314,3,Male,69.53208262471655,3,2,Sales Executive,3,Divorced,4492.84,11681.39,0,Unknown,12,3.0,4,Part Time,0,6.0,3,3.0,5,1,2,1990,53914.11,No
1314,No,Unknown,214.91,Unknown,3,3,Unknown,1315,3,Female,26.864087301587304,3,1,Research Scientist,3,Unknown,1735.83,4513.17,1,No,20,4.0,3,Part Time,1,1.0,2,3.0,1,0,0,1993,20830.0,No
1315,No,Unknown,556.26,Sales,44,2,Medical,1316,2,Female,,3,2,Sales Executive,3,Unknown,4492.84,11681.39,1,No,14,3.0,1,Part Time,1,,5,2.0,6,1,2,1994,53914.11,No
1316,Yes,Unknown,104.1,Unknown,10,1,Medical,1317,4,Male,13.012896825396826,3,1,Research Scientist,3,Single,84083.0,2186.17,1,Unknown,11,3.0,4,Part Time,0,,5,3.0,1,1,1,2003,10090.0,Yes
1317,No,No,290.04,Unknown,20,3,Unknown,1318,20,Male,,2,1,Laboratory Technician,3,Married,2342.59,6090.75,1,No,18,3.0,3,Unknown,2,1.0,3,3.0,1,0,0,1988,,No
1318,No,Unknown,290.04,Unknown,10,2,Life Sciences,1319,4,Male,,4,1,Research Scientist,4,Single,,6090.75,3,No,17,3.0,1,Part Time,0,,2,3.0,1,0,0,1986,28111.13,Yes
1319,No,Unknown,811.06,Unknown,1,3,Unknown,1320,3,Female,101.38194444444446,3,3,Manufacturing Director,3,Single,6550.83,17032.17,4,Yes,14,3.0,4,Part Time,0,10.0,4,3.0,1,0,0,1985,78610.0,Yes
1320,No,Unknown,272.59,Unknown,10,3,Unknown,1321,3,Male,,3,1,Sales Representative,3,Single,2201.67,5724.33,1,No,11,3.0,3,Part Time,0,1.0,6,3.0,1,0,0,1994,26420.0,No
1321,No,Unknown,556.26,Unknown,2,4,Unknown,1322,4,Female,,3,2,Healthcare Representative,1,Divorced,4492.84,11681.39,2,No,11,3.0,1,Part Time,1,16.0,2,4.0,1,0,0,1988,53914.11,Yes
1322,No,Rarely,290.04,Unknown,2,5,Medical,1323,4,Male,,3,1,Research Scientist,3,Married,2342.59,6090.75,6,Yes,13,3.0,2,Unknown,1,,0,1.0,1,0,1,1985,,Yes
1323,No,Rarely,528.36,Unknown,8,5,Life Sciences,1324,2,Female,,3,2,Manufacturing Director,1,Unknown,4267.5,11095.5,3,No,14,3.0,3,Part Time,1,,3,3.0,0,0,0,1989,51210.0,Yes
1324,Yes,Unknown,290.04,Unknown,6,3,Life Sciences,1325,3,Male,,4,1,Laboratory Technician,1,Unknown,2342.59,6090.75,1,Yes,21,4.0,3,Unknown,2,1.0,2,3.0,0,0,0,2000,,No
1325,No,Unknown,277.95,Unknown,9,3,Life Sciences,1326,3,Male,,2,1,Laboratory Technician,2,Divorced,2245.0,5837.0,1,No,11,3.0,3,Part Time,3,,4,3.0,1,0,0,1999,26940.0,No
1326,Yes,Rarely,290.04,Unknown,1,2,Life Sciences,1327,2,Female,,2,1,Laboratory Technician,1,Married,2342.59,6090.75,1,Unknown,11,3.0,4,Part Time,1,1.0,1,3.0,1,0,0,1994,28111.13,Yes
1327,No,Frequently,525.57,Unknown,16,4,Medical,1328,1,Male,,2,2,Laboratory Technician,3,Unknown,4245.0,11037.0,6,No,14,3.0,4,Part Time,0,10.0,6,3.0,1,0,0,1983,50940.0,Yes
1328,No,Rarely,556.26,Research & Development,2,3,Unknown,1329,3,Female,,2,2,Manufacturing Director,4,Single,4492.84,11681.39,5,Unknown,24,4.0,2,Part Time,0,12.0,4,2.0,0,0,0,1993,53914.11,Yes
1329,No,Unknown,234.62,Unknown,2,3,Unknown,1330,2,Female,29.32738095238096,2,1,Research Scientist,3,Unknown,,4927.0,1,No,14,3.0,4,Part Time,0,1.0,3,3.0,1,0,0,1978,22740.0,Yes
1330,No,Unknown,290.04,Unknown,3,3,Medical,1331,4,Male,36.25443871706758,3,1,Research Scientist,4,Married,2342.59,6090.75,1,Unknown,11,3.0,3,Part Time,3,0.0,6,2.0,0,0,0,1996,28111.13,Yes
1331,No,Unknown,556.26,Unknown,16,4,Marketing,1332,4,Male,,2,2,Sales Executive,3,Unknown,,11681.39,4,Unknown,19,3.0,4,Part Time,2,9.0,2,3.0,1,0,0,1986,53914.11,Yes
1332,No,Unknown,238.75,Unknown,1,3,Life Sciences,1333,4,Male,,3,1,Laboratory Technician,4,Divorced,1928.33,5013.67,0,No,12,3.0,2,Part Time,1,4.0,2,3.0,3,0,2,1991,23140.0,Yes
