Oceans,Regions,Latitude,Longitude
Atlantic Ocean,,37.57,-64.9
Atlantic Ocean,,34.890333,-20.3715
Atlantic Ocean,,42.898653,-10.106613
Pacific Ocean,,17.55,-158.31
Atlantic Ocean,Caribbean Sea,16.41,-74.33
Pacific Ocean,,31.54,-143.82
Atlantic Ocean,Mediterranean Sea,41.5018,9.5887
Atlantic Ocean,,24.13,-80.72
Pacific Ocean,,43.6962,-134.5772
Atlantic Ocean,,26.44,-79.02
Atlantic Ocean,Gulf of Mexico,27.9359,-96.9796
Atlantic Ocean,,24.28,-75.02
Atlantic Ocean,,39.03,-62.98
Atlantic Ocean,,43.36,-66.53
Arctic Ocean,Northwestern Passages,65.2585,-78.7545
Pacific Ocean,,2.19,-135.73
Atlantic Ocean,,-0.448011,-44.755947
Atlantic Ocean,Caribbean Sea,14.35,-70.1
Atlantic Ocean,,42.17,-69.9
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.38,-6.771333
Pacific Ocean,,33.02,-152.9
Pacific Ocean,,11.94,-117.85
Pacific Ocean,,28.54,-140.09
,,41.3836,-82.5142
Atlantic Ocean,,29.68,-70.36
Pacific Ocean,,33.8227,-141.10995
Atlantic Ocean,,35.03,-63.32
Atlantic Ocean,,40.47,-68.38
Atlantic Ocean,Mediterranean Sea,41.403637,2.2193
Atlantic Ocean,Mediterranean Sea,32.152,34.783167
Pacific Ocean,,-26.99854,-101.52772
Atlantic Ocean,Caribbean Sea,13.08,-67.85
Atlantic Ocean,Caribbean Sea,18.3047,-65.2968
Atlantic Ocean,Caribbean Sea,17.67,-64.99
Atlantic Ocean,Caribbean Sea,14.58,-61.67
Atlantic Ocean,,40.43,-71.12
Atlantic Ocean,Mediterranean Sea,41.024333,7.980667
Pacific Ocean,,20.35,-154.67
Pacific Ocean,,27.84,-140.77
Atlantic Ocean,Mediterranean Sea,36.773149,2.820132
Pacific Ocean,,15.25,-157.55
Atlantic Ocean,,25.86,-79.87
Atlantic Ocean,Gulf of Mexico,29.1872,-94.9624
Atlantic Ocean,Gulf of Mexico,29.1957,-94.9479
Atlantic Ocean,Gulf of Mexico,29.308,-94.7629
Atlantic Ocean,,22.95,-61.08
Atlantic Ocean,,28.152519,-16.43179
Atlantic Ocean,Caribbean Sea,12.97,-70.23
Atlantic Ocean,Gulf of Mexico,30.3074,-89.3267
Atlantic Ocean,Gulf of Mexico,27.8222,-97.1962
Atlantic Ocean,,41.552442,-71.235571
Atlantic Ocean,Gulf of Mexico,29.5317,-95.0088
Atlantic Ocean,,27.46,-65.12
Atlantic Ocean,,29.22,-68.85
Atlantic Ocean,,32.18,-63.98
Atlantic Ocean,Mediterranean Sea,40.366167,7.5385
Atlantic Ocean,North Sea,57.1667,-2.0794
Atlantic Ocean,Caribbean Sea,13.98,-68.7
Atlantic Ocean,Caribbean Sea,12.3,-68.83
Pacific Ocean,Gulf of California,31.022322,-114.832718
Atlantic Ocean,Gulf of Mexico,26.1227,-97.1662
Atlantic Ocean,,41.75806,-71.3642
Atlantic Ocean,,41.45,-69.13
Pacific Ocean,,8.89,-164.73
Atlantic Ocean,,15.53,-59.1
Atlantic Ocean,Gulf of Mexico,29.1854,-94.9657
Atlantic Ocean,Caribbean Sea,20.4035,-86.8574
Pacific Ocean,,31.999527,-136.178
Atlantic Ocean,,42.16,-69.69
Arctic Ocean,Norwegian Sea,61.130167,1.361833
Pacific Ocean,,5.79,-147.72
Pacific Ocean,,28.6582,-132.39195
Pacific Ocean,,24.28,-143.99
Atlantic Ocean,Gulf of Mexico,27.3596,-97.3225
Atlantic Ocean,,24.27,-82.2
Atlantic Ocean,,25.0063,-17.5167
Atlantic Ocean,,-21.168574,6.88935
Atlantic Ocean,,22.9,-73.92
Atlantic Ocean,,40.83,-70.15
Atlantic Ocean,,38.46124,-8.99428
Pacific Ocean,,22.99,-148.78
Atlantic Ocean,Gulf of Mexico,29.3137,-94.754
Pacific Ocean,,-26.8718,-111.9128
Atlantic Ocean,Caribbean Sea,15.45,-70.82
Atlantic Ocean,,26.43,-79.41
Atlantic Ocean,,29.105,-18.315
Atlantic Ocean,,32.891,-79.9709
Pacific Ocean,,45.7112,-123.9417
Atlantic Ocean,Caribbean Sea,12.48,-60.25
Atlantic Ocean,Gulf of Mexico,29.3193,-94.7459
Atlantic Ocean,,26.26,-60.79
,,41.4166,-82.3897
Atlantic Ocean,,35.73,-59.45
Atlantic Ocean,Bay of Biscay,47.343583,-3.015
Atlantic Ocean,,57.298,-10.39
Pacific Ocean,,28.249665,-148.92908
Atlantic Ocean,Gulf of Mexico,21.526733,-87.37755
Atlantic Ocean,Caribbean Sea,21.69,-84.68
Atlantic Ocean,,24.04,-81.92
Atlantic Ocean,,28.78,-57.3
Atlantic Ocean,Mediterranean Sea,43.4294,7.8675
Atlantic Ocean,Gulf of Mexico,27.9899,-82.6316
Atlantic Ocean,,28.6605,-80.6353
Atlantic Ocean,,25.02,-79.9
Atlantic Ocean,,32.7541,-79.9166
Atlantic Ocean,,11.78,-59.63
Pacific Ocean,,30.15125,-144.0028
Atlantic Ocean,,25.27,-75.13
Atlantic Ocean,Irish Sea and St. George's Channel,54.624,-3.841167
Atlantic Ocean,,28.93,-78.61
Atlantic Ocean,Gulf of Mexico,30.306,-89.3279
Atlantic Ocean,,20.58,-73.83
Pacific Ocean,,32.7966,-117.2571
Atlantic Ocean,Mediterranean Sea,42.403183,9.640467
Atlantic Ocean,Mediterranean Sea,43.7995,14.554833
Atlantic Ocean,Gulf of Mexico,27.6705,-97.1714
Pacific Ocean,,19.96,-146.64
Atlantic Ocean,Caribbean Sea,16.38,-62.83
Pacific Ocean,,29.98,-140.0
Atlantic Ocean,Gulf of Mexico,29.1956,-94.9483
Atlantic Ocean,Gulf of Mexico,27.424,-97.298
Atlantic Ocean,Gulf of Mexico,26.1098,-97.1637
Atlantic Ocean,Gulf of Mexico,21.5141,-87.3953
Atlantic Ocean,,30.46,-60.98
Atlantic Ocean,,27.97,-60.07
Atlantic Ocean,,31.83,-61.32
Atlantic Ocean,,52.922149,-10.045471
Atlantic Ocean,Gulf of Mexico,27.8431,-82.8415
Atlantic Ocean,,44.3,-63.15
Atlantic Ocean,,42.71,-69.81
Pacific Ocean,,19.24,-143.41
Atlantic Ocean,Caribbean Sea,16.42,-61.31
Atlantic Ocean,,34.2,-77.2667
Atlantic Ocean,,34.1,-64.92
Atlantic Ocean,Mediterranean Sea,39.5432,5.139
Pacific Ocean,,9.6655,-85.1926
Atlantic Ocean,,20.0147,-28.8781
Atlantic Ocean,Gulf of Mexico,27.7084,-82.6092
Atlantic Ocean,,39.1023,-75.401
Pacific Ocean,,33.38,-156.38
Pacific Ocean,,40.38,-157.49
Pacific Ocean,,-8.23,-122.0
Atlantic Ocean,Gulf of Mexico,30.3062,-89.3277
Atlantic Ocean,Gulf of Mexico,30.3113,-88.1377
Pacific Ocean,,33.9101,-140.475483
Atlantic Ocean,Mediterranean Sea,39.904,24.302
Atlantic Ocean,Gulf of Mexico,27.7493,-97.1186
Atlantic Ocean,Gulf of Mexico,27.6872,-97.1603
Atlantic Ocean,Mediterranean Sea,38.5025,15.721833
,,43.0389,-78.8881
Pacific Ocean,,24.426767,-144.863633
Atlantic Ocean,Gulf of Mexico,29.3207,-94.7442
Atlantic Ocean,Gulf of Mexico,27.7038,-97.1499
Atlantic Ocean,Gulf of Mexico,24.7842,-80.903
Atlantic Ocean,,32.8017,-79.9054
Atlantic Ocean,,32.757,-79.8571
,,46.7714,-92.087
Pacific Ocean,,27.9184,-131.28925
Atlantic Ocean,Gulf of Mexico,30.3787,-87.8526
Atlantic Ocean,,32.8917,-79.9721
Atlantic Ocean,Mediterranean Sea,32.983333,35.074333
Atlantic Ocean,Gulf of Mexico,27.6279,-82.6415
Atlantic Ocean,Gulf of Mexico,29.2763,-94.8085
Atlantic Ocean,Gulf of Mexico,29.2209,-94.9056
Atlantic Ocean,Gulf of Mexico,28.2432,-96.5969
Atlantic Ocean,,33.0873,-79.9313
Atlantic Ocean,,32.7729,-79.9271
Atlantic Ocean,Mediterranean Sea,41.894667,4.3295
Pacific Ocean,,45.6887,-123.9398
Atlantic Ocean,North Sea,57.701333,-3.831833
Pacific Ocean,Gulf of Alaska,58.3,-152.06
Atlantic Ocean,Caribbean Sea,17.45,-66.22
Atlantic Ocean,,3.897814,-49.307497
Atlantic Ocean,Gulf of Mexico,27.5829,-97.2199
Atlantic Ocean,,29.57,-61.85
Atlantic Ocean,,-34.50888,8.3329
Atlantic Ocean,Gulf of Mexico,19.1735,-96.1193
Pacific Ocean,,28.54,-140.09
Atlantic Ocean,Gulf of Mexico,27.6528,-82.6757
Atlantic Ocean,Gulf of Mexico,27.7084,-82.6092
Atlantic Ocean,Gulf of Mexico,28.6049,-95.9567
Atlantic Ocean,,21.225387,-22.072782
,,41.782,-87.5727
Atlantic Ocean,,32.831,-79.7141
Atlantic Ocean,,40.1992,-74.0068
Atlantic Ocean,,43.38,-68.53
Atlantic Ocean,Gulf of Mexico,29.1775,-90.0714
Atlantic Ocean,Gulf of Mexico,29.3339,-94.7444
Atlantic Ocean,Gulf of Mexico,27.7834,-97.0923
Atlantic Ocean,Gulf of Mexico,26.9001,-97.3691
Pacific Ocean,,31.68175,-134.04875
Atlantic Ocean,,51.585106,-10.806726
Pacific Ocean,,30.96883,-137.431
Atlantic Ocean,Gulf of Mexico,26.4812,-82.1817
Atlantic Ocean,Gulf of Mexico,29.2759,-94.8097
Atlantic Ocean,Gulf of Mexico,28.0285,-96.8887
Atlantic Ocean,Gulf of Mexico,27.7148,-97.3208
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.986333,-4.864833
Pacific Ocean,,18.46,-157.58
Pacific Ocean,,6.02,-144.89
Atlantic Ocean,,39.7293,-60.8799
Atlantic Ocean,Mediterranean Sea,43.520017,10.193883
Pacific Ocean,,19.95,-156.16
Atlantic Ocean,Caribbean Sea,12.07,-67.95
Atlantic Ocean,Caribbean Sea,17.4,-68.78
Atlantic Ocean,,24.14,-81.99
Atlantic Ocean,,42.17,-61.95
Pacific Ocean,,-28.0065,-93.923333
Pacific Ocean,,21.42,-142.07
Atlantic Ocean,North Sea,58.202,-3.326833
Pacific Ocean,,20.61,-155.0
Atlantic Ocean,Caribbean Sea,11.52,-67.53
Atlantic Ocean,,25.71,-77.17
Atlantic Ocean,,26.32,-78.17
Atlantic Ocean,,24.12,-81.9
Atlantic Ocean,Gulf of Mexico,18.8644,-95.905
Atlantic Ocean,Gulf of Mexico,30.3933,-86.5898
Atlantic Ocean,Gulf of Mexico,29.2063,-94.9293
Atlantic Ocean,Gulf of Mexico,27.5056,-97.2595
,,38.865,-90.1391
Atlantic Ocean,,57.3045,-10.3825
Atlantic Ocean,Gulf of Mexico,24.29,-83.0
Pacific Ocean,,15.8596,-97.0785
Pacific Ocean,,24.5939,-144.86215
Atlantic Ocean,Gulf of Mexico,29.727,-95.28
Atlantic Ocean,Gulf of Mexico,29.1912,-94.9559
Atlantic Ocean,Gulf of Mexico,29.2324,-94.8868
Atlantic Ocean,,41.581,-71.3217
Atlantic Ocean,Mediterranean Sea,39.3338,17.82005
Atlantic Ocean,Mediterranean Sea,41.175724,1.526081
Pacific Ocean,,8.38,-151.97
Pacific Ocean,,36.8441,-153.19055
Atlantic Ocean,,19.62,-59.69
Pacific Ocean,,26.21,-144.53
Atlantic Ocean,,31.96,-64.42
Atlantic Ocean,Gulf of Mexico,27.9561,-96.962
Atlantic Ocean,Gulf of Mexico,27.9359,-96.9796
Atlantic Ocean,Gulf of Mexico,28.0155,-97.2882
Atlantic Ocean,Gulf of Mexico,26.0724,-97.1556
Atlantic Ocean,,32.757,-79.8572
Atlantic Ocean,Caribbean Sea,10.758064,-61.436573
Atlantic Ocean,Gulf of Mexico,29.1878,-90.0513
Atlantic Ocean,Gulf of Mexico,29.9548,-90.0209
Atlantic Ocean,Gulf of Mexico,29.2919,-94.7847
Atlantic Ocean,Gulf of Mexico,29.2569,-94.8429
Atlantic Ocean,Gulf of Mexico,27.8268,-97.0538
Pacific Ocean,,22.8167,-156.985
Pacific Ocean,,35.841,-140.8242
Pacific Ocean,,39.78885,-139.73575
Atlantic Ocean,,32.7884,-79.962
Atlantic Ocean,Mediterranean Sea,39.899,19.125
Atlantic Ocean,North Sea,52.591633,4.35285
Atlantic Ocean,North Sea,56.142667,-2.814333
Atlantic Ocean,,29.6648,-81.2109
Atlantic Ocean,Gulf of Mexico,30.3786,-87.8525
Atlantic Ocean,Gulf of Mexico,29.6519,-95.0099
Atlantic Ocean,,20.7583,-37.31
Atlantic Ocean,,37.451077,-38.838675
Pacific Ocean,,6.84,-149.44
Atlantic Ocean,Mediterranean Sea,31.746667,34.593
Atlantic Ocean,,30.43,-60.55
Atlantic Ocean,,34.03,-62.88
Atlantic Ocean,,42.95,-69.41
Pacific Ocean,Gulf of California,24.14189,-110.349147
Atlantic Ocean,,26.16,-77.83
Atlantic Ocean,Gulf of Mexico,30.3521,-86.2507
Atlantic Ocean,Gulf of Mexico,30.3768,-87.8374
Atlantic Ocean,Gulf of Mexico,29.2854,-94.7932
Atlantic Ocean,Gulf of Mexico,29.2858,-94.7932
Atlantic Ocean,Gulf of Mexico,27.8521,-97.0414
Atlantic Ocean,,33.59,-61.95
Atlantic Ocean,,23.35,-73.32
Atlantic Ocean,,29.77,-68.67
Atlantic Ocean,,41.25,-67.6
Pacific Ocean,,18.97,-143.47
Atlantic Ocean,Gulf of Mexico,19.1419,-96.1008
Atlantic Ocean,,19.55,-68.34
Atlantic Ocean,Gulf of Mexico,27.7054,-97.149
Atlantic Ocean,,41.3,-68.79
Atlantic Ocean,North Sea,56.062333,-3.139833
Atlantic Ocean,,14.1,-58.1
Atlantic Ocean,,20.29,-71.48
Atlantic Ocean,,29.69,-70.35
Pacific Ocean,,31.72,-144.77
Atlantic Ocean,Mediterranean Sea,41.403637,2.2193
Pacific Ocean,,19.51,-144.23
Atlantic Ocean,,26.2,-79.13
Atlantic Ocean,Gulf of Mexico,30.3059,-89.3281
Atlantic Ocean,Gulf of Mexico,27.4757,-97.2729
Atlantic Ocean,Mediterranean Sea,37.6,26.5
Atlantic Ocean,,41.95,-67.58
Atlantic Ocean,Gulf of Mexico,29.2404,-94.8724
Atlantic Ocean,Gulf of Mexico,29.1825,-94.9705
Atlantic Ocean,Gulf of Mexico,27.5452,-97.2396
Atlantic Ocean,Caribbean Sea,20.58,-81.74
Atlantic Ocean,,23.78,-74.5
Atlantic Ocean,,39.46,-70.52
Atlantic Ocean,,38.5197,-8.89348
,,43.941,-78.2928
Atlantic Ocean,Caribbean Sea,12.48,-78.37
Atlantic Ocean,,24.395,-76.635
Atlantic Ocean,,23.22,-67.82
Atlantic Ocean,,27.52,-73.68
Atlantic Ocean,,32.7571,-79.8571
Atlantic Ocean,,32.73,-64.58
Atlantic Ocean,Mediterranean Sea,42.757,8.4698
Pacific Ocean,,15.25,-157.55
Atlantic Ocean,Caribbean Sea,12.2,-67.53
Pacific Ocean,,21.42,-142.07
Atlantic Ocean,,41.13,-70.69
Atlantic Ocean,Caribbean Sea,13.85,-61.07
Atlantic Ocean,Gulf of Mexico,27.2766,-97.348
Atlantic Ocean,Gulf of Mexico,26.2469,-97.1864
Atlantic Ocean,,30.53,-65.88
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.0415,-4.897
Atlantic Ocean,Caribbean Sea,20.17,-81.79
Atlantic Ocean,,17.97,-59.03
Atlantic Ocean,Gulf of Mexico,27.6708,-97.1707
Atlantic Ocean,Gulf of Mexico,26.0706,-97.1557
Atlantic Ocean,,25.4348,-19.1083
Atlantic Ocean,,25.6383,-19.64
Pacific Ocean,,33.06,-148.13
Atlantic Ocean,Mediterranean Sea,42.841783,10.266283
Atlantic Ocean,Caribbean Sea,17.27,-76.03
Atlantic Ocean,,21.8567,-40.355
Atlantic Ocean,Mediterranean Sea,41.379079,2.194423
Atlantic Ocean,Caribbean Sea,17.67,-62.92
Atlantic Ocean,,18.2261,-57.0836
Pacific Ocean,,20.751055,-105.37303
Atlantic Ocean,Gulf of Mexico,29.2326,-94.8863
Atlantic Ocean,,35.9433,-6.1325
Atlantic Ocean,Mediterranean Sea,41.393333,9.0875
Pacific Ocean,,43.3462,-124.3471
Pacific Ocean,,3.48,-143.62
Atlantic Ocean,Caribbean Sea,17.51,-63.67
Atlantic Ocean,,27.35,-58.77
Atlantic Ocean,,42.01,-68.12
Pacific Ocean,,-27.5502,-108.0495
Pacific Ocean,,29.98,-140.0
Atlantic Ocean,Gulf of Mexico,27.9789,-96.9405
Pacific Ocean,,36.74855,-133.1945
Pacific Ocean,,33.6483,-117.8858
Atlantic Ocean,,41.01,-69.0
Atlantic Ocean,,41.58,-66.63
Atlantic Ocean,Caribbean Sea,11.3,-66.55
Pacific Ocean,,26.95735,-130.6939
Pacific Ocean,,25.68,-143.09
Atlantic Ocean,,41.22,-68.95
Pacific Ocean,,16.28,-160.37
Atlantic Ocean,Gulf of Mexico,27.7084,-82.6092
Atlantic Ocean,Gulf of Mexico,27.5056,-97.2597
Pacific Ocean,,34.3972,-119.7037
Pacific Ocean,,37.4722,-122.4478
Atlantic Ocean,,39.28,-68.57
,,42.7903,-78.854
Arctic Ocean,,85.4929,15.6535
Pacific Ocean,,30.4886,-144.7408
Atlantic Ocean,Gulf of Mexico,29.3131,-94.8217
Atlantic Ocean,Gulf of Mexico,29.2819,-94.7991
Atlantic Ocean,Gulf of Mexico,27.7857,-97.3928
Atlantic Ocean,,24.03,-57.76
Atlantic Ocean,,32.8021,-79.9337
Arctic Ocean,Barents Sea,79.96,18.62
Atlantic Ocean,Caribbean Sea,17.46,-85.87
Pacific Ocean,Gulf of California,26.729392,-111.906818
Atlantic Ocean,,38.18,-68.52
Pacific Ocean,,33.35,-150.87
Pacific Ocean,,34.93835,-153.4273
Atlantic Ocean,Mediterranean Sea,33.074,35.101667
Pacific Ocean,,20.15,-147.77
Pacific Ocean,,23.35,-144.31
Atlantic Ocean,Gulf of Mexico,29.3205,-94.7444
Atlantic Ocean,,20.82,-58.14
Atlantic Ocean,,37.6358,-76.4125
Atlantic Ocean,Mediterranean Sea,42.2696,9.5959
Atlantic Ocean,Mediterranean Sea,42.5782,8.7482
Atlantic Ocean,,26.42,-57.99
Atlantic Ocean,,26.2,-73.62
Pacific Ocean,,53.15,-133.14
Atlantic Ocean,,44.49,-61.11
Atlantic Ocean,,29.07,-79.8
Atlantic Ocean,Gulf of Mexico,30.3075,-89.3267
Atlantic Ocean,,32.7867,-79.9281
Atlantic Ocean,,44.45,-61.9
Arctic Ocean,Norwegian Sea,61.0145,4.769983
Atlantic Ocean,Caribbean Sea,18.03,-64.2
Atlantic Ocean,,33.87,-65.73
Atlantic Ocean,Celtic Sea,50.573549,-7.977164
Pacific Ocean,,26.6528,-160.3025
Pacific Ocean,,18.4382,-161.5162
Pacific Ocean,,-1.5,-82.0
Atlantic Ocean,Gulf of Mexico,19.0631,-96.0572
Atlantic Ocean,,30.0433,-81.3278
Atlantic Ocean,Gulf of Mexico,25.47,-83.88
Atlantic Ocean,,25.17,-75.77
Pacific Ocean,,40.68,-128.9
Atlantic Ocean,,37.838,-70.825
Pacific Ocean,,32.57,-151.69
Pacific Ocean,,19.62,-146.5
Atlantic Ocean,Caribbean Sea,14.21,-62.47
Atlantic Ocean,,26.22,-79.93
Atlantic Ocean,,23.73,-70.65
Atlantic Ocean,,38.85,-69.58
Pacific Ocean,,18.95,-156.27
Atlantic Ocean,Caribbean Sea,16.03,-71.08
Atlantic Ocean,Caribbean Sea,16.35,-70.37
Atlantic Ocean,Caribbean Sea,17.58,-64.38
Atlantic Ocean,Gulf of Mexico,29.3697,-94.7291
Atlantic Ocean,Gulf of Mexico,27.4775,-97.2737
Atlantic Ocean,,29.27,-65.24
Atlantic Ocean,Mediterranean Sea,43.158667,5.296167
Atlantic Ocean,Mediterranean Sea,32.840167,34.951833
Pacific Ocean,,-8.13,-125.56
Atlantic Ocean,,0.538408,-44.866503
Atlantic Ocean,,30.5,-69.13
Atlantic Ocean,,43.05,-70.48
Atlantic Ocean,Gulf of Mexico,30.3062,-89.3276
Atlantic Ocean,Gulf of Mexico,29.3176,-94.7483
Atlantic Ocean,,24.18,-81.15
Atlantic Ocean,,43.3424,-70.5228
Atlantic Ocean,,57.298,-10.374833
Atlantic Ocean,Baltic Sea,54.20555,13.481283
Atlantic Ocean,Gulf of Mexico,30.3057,-89.3282
Atlantic Ocean,,32.1,-64.95
Pacific Ocean,,22.76,-141.69
Atlantic Ocean,Gulf of Mexico,29.6528,-95.009
Atlantic Ocean,,34.2083,-77.7985
Atlantic Ocean,Mediterranean Sea,34.002287,10.087773
,,43.0532,-78.8986
Atlantic Ocean,Caribbean Sea,17.57,-85.97
Atlantic Ocean,Gulf of Mexico,26.128,-97.1668
Atlantic Ocean,Celtic Sea,50.4891,-6.8686
Atlantic Ocean,Caribbean Sea,13.12,-61.53
Atlantic Ocean,,26.05,-79.3
Atlantic Ocean,Gulf of Mexico,29.9184,-90.0664
Pacific Ocean,,36.87035,-146.45315
Atlantic Ocean,,32.7759,-79.9252
Atlantic Ocean,,41.02,-71.33
Atlantic Ocean,Mediterranean Sea,41.175724,1.526081
Atlantic Ocean,Gulf of Mexico,19.0938,-96.0975
Atlantic Ocean,,16.4997,-41.9779
Atlantic Ocean,Gulf of Mexico,27.8096,-82.446
Atlantic Ocean,Gulf of Mexico,29.3152,-94.7521
Pacific Ocean,,39.51115,-130.0977
Atlantic Ocean,,32.23,-64.53
Atlantic Ocean,,32.68,-62.07
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.149833,-4.8115
Pacific Ocean,,15.25,-157.55
Atlantic Ocean,,26.25,-79.3
Atlantic Ocean,Gulf of Mexico,29.6764,-94.9824
Atlantic Ocean,,20.3694,-35.275
Atlantic Ocean,,32.7872,-79.9262
Atlantic Ocean,New York Bight,40.28,-71.98
Atlantic Ocean,Mediterranean Sea,32.903333,35.071
Pacific Ocean,,26.05,-141.2
Pacific Ocean,Gulf of California,24.4172,-110.3122
Atlantic Ocean,Gulf of Mexico,29.7643,-93.8981
Atlantic Ocean,,40.29,-69.05
Atlantic Ocean,Mediterranean Sea,39.4475,3.351733
Atlantic Ocean,Caribbean Sea,18.62,-74.75
Atlantic Ocean,Caribbean Sea,16.15,-85.29
Atlantic Ocean,Gulf of Mexico,29.3656,-94.7794
Atlantic Ocean,Gulf of Mexico,29.3129,-94.8209
Atlantic Ocean,,30.49,-59.3
Pacific Ocean,,36.0135,-140.1468
Atlantic Ocean,,36.93,-66.67
Atlantic Ocean,Bay of Biscay,45.018717,-5.676967
Atlantic Ocean,,-30.2798,-21.833
Atlantic Ocean,Caribbean Sea,16.83,-83.49
Atlantic Ocean,Caribbean Sea,16.81,-86.02
Atlantic Ocean,Caribbean Sea,11.22,-66.52
Pacific Ocean,,26.21,-144.53
Atlantic Ocean,Gulf of Mexico,29.2965,-94.7793
Atlantic Ocean,Gulf of Mexico,29.2291,-94.892
Atlantic Ocean,,32.8022,-79.9057
Atlantic Ocean,Caribbean Sea,14.37,-62.48
Atlantic Ocean,Gulf of Mexico,29.5317,-95.0088
Atlantic Ocean,Gulf of Mexico,27.8374,-97.0531
Atlantic Ocean,,24.25,-64.77
Atlantic Ocean,,47.682,-33.5346
Pacific Ocean,,17.55,-158.31
Pacific Ocean,,-2.0,-92.0
Pacific Ocean,,19.83,-109.7
Pacific Ocean,,21.525186,-105.278947
Pacific Ocean,,23.06,-110.98
Atlantic Ocean,Gulf of Mexico,27.6006,-97.2103
Atlantic Ocean,Gulf of Mexico,24.73,-83.47
Atlantic Ocean,Caribbean Sea,13.74,-61.16
Atlantic Ocean,Caribbean Sea,13.08,-61.82
Pacific Ocean,,24.590133,-144.862167
Atlantic Ocean,Gulf of Mexico,27.6279,-82.6415
Pacific Ocean,,37.6138,-140.78325
Atlantic Ocean,,41.54,-70.73
Pacific Ocean,,43.412,-124.3003
Pacific Ocean,,19.8,-156.16
Atlantic Ocean,Gulf of Mexico,30.3063,-89.3277
Atlantic Ocean,Gulf of Mexico,27.5802,-97.2208
Atlantic Ocean,,39.63,-68.85
Atlantic Ocean,,44.32,-61.97
Atlantic Ocean,Caribbean Sea,12.58,-61.76
Atlantic Ocean,,17.6033,-39.82
Atlantic Ocean,,28.6761,-80.6464
Atlantic Ocean,Gulf of Mexico,21.29148,-89.634561
Pacific Ocean,,33.7109,-118.0648
Atlantic Ocean,,38.13,-66.2
,,42.803,-83.0728
Pacific Ocean,,10.33,-156.71
Pacific Ocean,,23.65,-149.74
Atlantic Ocean,Gulf of Mexico,29.5966,-94.9866
Atlantic Ocean,Gulf of Mexico,29.3104,-94.7594
Atlantic Ocean,,31.75,-70.3
Atlantic Ocean,Mediterranean Sea,37.9142,23.62655
Atlantic Ocean,,42.91,-70.24
Pacific Ocean,,-5.58,-111.4
Atlantic Ocean,Caribbean Sea,16.92,-75.54
Atlantic Ocean,Gulf of Mexico,27.6708,-97.1707
Atlantic Ocean,,26.85,-68.22
Atlantic Ocean,,32.31,-63.7
Atlantic Ocean,Mediterranean Sea,39.136167,9.756833
Atlantic Ocean,Caribbean Sea,18.3,-64.73
Pacific Ocean,,25.107,-128.1097
Atlantic Ocean,Gulf of Mexico,28.6889,-96.5291
Atlantic Ocean,Gulf of Mexico,28.0589,-96.8561
Atlantic Ocean,,27.5769,-44.3386
Atlantic Ocean,,42.04,-69.44
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,42.6,-70.51
Pacific Ocean,,-4.67,-107.64
Atlantic Ocean,Gulf of Mexico,30.4452,-84.1889
Atlantic Ocean,Gulf of Mexico,27.4243,-97.2975
Atlantic Ocean,Gulf of Mexico,26.857,-97.3623
Atlantic Ocean,,19.79,-70.21
Pacific Ocean,,28.41,-140.21
Atlantic Ocean,Mediterranean Sea,38.385167,15.223667
Atlantic Ocean,,45.188333,-7.811667
Atlantic Ocean,North Sea,57.749833,-2.585667
Pacific Ocean,,14.12,-157.12
Pacific Ocean,,22.99,-148.78
Pacific Ocean,,-5.62,-140.48
Pacific Ocean,,4.033,-92.116
Atlantic Ocean,Caribbean Sea,15.61,-70.69
Pacific Ocean,,25.94,-146.58
Atlantic Ocean,Gulf of Mexico,27.9344,-96.9807
Pacific Ocean,,31.6748,-142.8823
Pacific Ocean,,32.5767,-117.133
Atlantic Ocean,North Sea,56.040167,-2.404
Pacific Ocean,,13.69,-156.87
Atlantic Ocean,Caribbean Sea,19.23,-74.53
Atlantic Ocean,Caribbean Sea,19.0,-74.93
Atlantic Ocean,Caribbean Sea,15.97,-81.77
Atlantic Ocean,,39.1024,-75.401
Pacific Ocean,,20.35,-154.67
Atlantic Ocean,Gulf of Mexico,27.1756,-97.369
Atlantic Ocean,,21.67,-73.56
Atlantic Ocean,,32.802,-79.9056
Atlantic Ocean,Celtic Sea,50.71075,-11.40225
Atlantic Ocean,Mediterranean Sea,42.880167,5.703167
Pacific Ocean,,32.35,-155.1
Atlantic Ocean,Caribbean Sea,11.78,-62.95
Atlantic Ocean,Caribbean Sea,14.44,-73.73
Atlantic Ocean,,32.9671,-79.9369
Atlantic Ocean,Gulf of Mexico,26.0881,-97.16
Atlantic Ocean,,32.8024,-79.932
Atlantic Ocean,,34.299167,-14.333667
Atlantic Ocean,Mediterranean Sea,39.3895,4.554
Atlantic Ocean,Mediterranean Sea,42.6544,8.6121
Atlantic Ocean,Caribbean Sea,14.35,-62.47
Atlantic Ocean,,19.74,-69.53
Atlantic Ocean,Gulf of Mexico,29.2161,-94.9137
Pacific Ocean,,39.4263,-123.8057
Atlantic Ocean,,20.01,-69.94
Pacific Ocean,,20.15,-147.77
Pacific Ocean,,26.14,-143.12
